交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1309,52720,53040,51620,51880,-440,5970,-33808,52010,122218,3198104.03
cu1310,52400,53050,51240,52990,760,31324,-33168,52730,364136,9500049.07
cu1311,52190,53280,51030,52900,820,66272,-65440,52670,455404,11841056.67
cu1312,52100,52860,50860,52800,840,157848,-85364,52570,4674230,121304013.8
cu1401,52030,52790,50800,52750,850,124118,45374,52470,1598262,41450705.38
cu1402,52200,52740,50810,52710,830,27862,12270,52410,128392,3328034.94
cu1403,51900,52790,50830,52710,810,13756,7678,52430,50710,1315646.6
cu1404,52320,52800,50930,52770,820,6566,2550,52460,9754,252653.72
cu1405,52360,52860,50900,52860,930,4252,778,52510,6336,164355.67
cu1406,52390,52860,51000,52680,690,2712,616,52550,2718,70627.81
cu1407,52410,53000,50980,53000,970,660,44,52630,1104,28695.22
cu1408,52530,52940,51000,52940,910,1164,592,52710,1578,41065.6
cu1409,51690,52980,51690,52980,52980,474,474,52690,748,19568.8
cu小计, ,53280,50800, , ,442978,-147404, ,7415590,192514577.3
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1309,14270,14440,14205,14420,120,3590,-11290,14405,23980,171525.28
al1310,14300,14450,14185,14450,170,17528,-17942,14430,57764,413553.33
al1311,14300,14375,13610,14305,35,34292,-7562,14355,53982,384752.61
al1312,14250,14320,14005,14315,60,73842,14684,14285,158340,1125196.69
al1401,14235,14315,14035,14285,25,51482,28826,14250,107560,762759.44
al1402,14260,14315,14060,14285,30,19400,12358,14245,23698,168106.41
al1403,14255,14315,14070,14270,15,10986,7166,14240,14054,99830.01
al1404,14305,14345,14080,14285,0,3346,2694,14250,5370,38199.62
al1405,14345,14350,14115,14285,-90,1020,882,14270,1728,12292.01
al1406,14300,14300,14130,14260,-150,28,16,14260,68,482.1
al1407,14420,14420,14185,14280,-150,22,20,14280,32,229.57
al1408,14455,14460,14300,14355,-250,30,28,14355,72,518.35
al1409,14370,14370,14325,14365,14365,2,2,14365,4,28.7
al小计, ,14460,13610, , ,215568,29882, ,446652,3177474.08
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1309,14825,14900,14600,14600,-210,2210,-4520,14760,7240,53469.03
zn1310,14800,14920,14605,14790,-45,3312,-17490,14810,37796,278487.17
zn1311,14805,14935,14595,14845,25,23930,-32358,14810,98820,729277.01
zn1312,14800,14975,14585,14850,10,113206,11266,14815,723354,5338153.98
zn1401,14855,15000,14610,14870,-5,99940,70876,14840,366138,2701267.79
zn1402,14955,15035,14630,14885,-15,10342,9246,14860,21332,157412.43
zn1403,15070,15070,14680,14880,-85,668,140,14875,776,5752.86
zn1404,15080,15080,14710,14935,-100,202,86,14925,166,1234.11
zn1405,15055,15075,14755,14975,-60,210,62,14905,186,1385.43
zn1406,15105,15105,14790,14895,-180,38,16,14895,48,357.52
zn1407,14925,14925,14925,14980,-305,4,0,14980,2,14.93
zn1408,15020,15105,14950,15005,-305,4,2,15005,12,90.2
zn小计, ,15105,14585, , ,254066,37326, ,1255870,9266902.42
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1309,275,275,264,268.05,-10.95,6,-60,268.05,78,2125.05
