交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1307,49100,51550,49030,50560,1340,6110,-33560,50500,131680,3298691.7
cu1308,48850,51280,48750,49920,900,34808,-31504,49580,429542,10790788.29
cu1309,48720,51220,48010,49680,830,59610,-44296,49380,496778,12427674.75
cu1310,48480,51070,48300,49450,870,101620,-249474,49150,4362710,108502987.1
cu1311,48330,50790,48020,49200,790,332918,188306,48910,12556738,312315934.6
cu1312,48160,50660,47880,49100,750,172294,118132,48760,1664160,41279432.89
cu1401,48180,50580,47790,48990,680,31902,20966,48670,242750,6010158.65
cu1402,48360,50590,47790,48930,500,9486,4534,48590,52650,1300730.69
cu1403,48540,50560,47870,49010,410,4532,682,48580,11250,277801.77
cu1404,48760,51140,47930,49060,260,4136,1078,48710,8948,222195.4
cu1405,48890,50710,47960,49080,160,2338,1056,48770,5822,144333.11
cu1406,49090,50770,48030,49150,130,1308,486,48880,3520,87559.55
cu1407,49900,50660,48780,49220,49220,144,144,48950,408,10094.23
cu小计, ,51550,47790, , ,761206,-23450, ,19966956,496668382.7
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1307,14370,14480,14300,14330,-30,8180,-10920,14355,24680,177656.58
al1308,14250,14580,14150,14155,-95,18320,-15300,14195,51442,369233.9
al1309,14250,14455,13800,14175,-55,28304,-16702,14180,64874,465030.73
al1310,14230,14445,14140,14170,-45,63448,-8302,14195,139104,996354.68
al1311,14205,14420,14140,14160,-65,51590,17668,14190,106460,761892.34
al1312,14265,14445,14140,14170,-60,30986,20892,14195,44586,319035.42
al1401,14340,14450,14160,14205,-70,5018,2766,14220,7294,52295.66
al1402,14435,14480,14200,14200,-100,932,434,14260,612,4382.43
al1403,14300,14450,14240,14240,-60,336,162,14270,296,2120.73
al1404,14330,14455,14250,14280,-80,128,100,14290,140,1001.83
al1405,14500,14515,14320,14320,-85,100,12,14320,62,448.12
al1406,14575,14685,14440,14410,-270,4,4,14410,178,1293.6
al小计, ,14685,13800, , ,207346,-9186, ,439728,3150745.98
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1307,14500,14820,14435,14670,250,5940,-5980,14665,15680,114320.88
zn1308,14405,14835,14395,14495,100,10182,-27796,14455,56380,411197.52
zn1309,14410,14830,14390,14485,75,34914,-59736,14455,165824,1209455.16
zn1310,14420,14880,14405,14470,50,106794,-53786,14455,882424,6439386.56
zn1311,14440,14890,14405,14485,40,134236,95502,14460,614276,4485765.72
zn1312,14470,14890,14430,14490,30,43320,37224,14475,94160,687770.05
zn1401,14550,14910,14455,14525,20,5318,4010,14495,8770,64282.62
zn1402,14600,14905,14550,14550,30,232,-10,14550,162,1189.93
zn1403,14745,14985,14530,14530,-30,264,70,14530,168,1236.18
zn1404,14810,14965,14585,14735,135,98,28,14735,126,923.96
zn1405,14810,14900,14620,14625,-125,144,-2,14625,276,2037.81
zn1406,14780,14920,14635,14635,-90,4,2,14635,110,818.19
zn小计, ,14985,14390, , ,341446,-10474, ,1838356,13418384.55
