交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1308,50250,52940,50250,52550,2630,6190,-28618,52660,110048,2833324.55
cu1309,49800,53910,49800,52320,2640,39778,-19832,52270,364302,9540161.78
cu1310,49760,53870,49750,52230,2780,64492,-37128,52140,341902,8871483.53
cu1311,49510,53700,49510,52080,2880,131712,-201206,51990,4352612,111401746.6
cu1312,49400,53620,49390,51960,2860,243212,70918,51860,6477688,168556717.9
cu1401,49320,53530,49310,51900,2910,78744,46842,51830,713376,18576021.6
cu1402,49030,53550,49030,51880,2950,15592,6106,51830,64018,1657599.5
cu1403,49030,53430,49030,51900,2890,6078,1546,51880,24668,644458.58
cu1404,49100,53400,49100,51950,2890,4016,-120,51880,6546,169252.66
cu1405,49530,53950,49470,51930,2850,3474,1136,51950,6286,163207.77
cu1406,49610,53530,49520,51990,2840,2096,788,52030,3674,95319.28
cu1407,49650,53520,49630,52030,2810,616,472,52050,1944,50669.04
cu1408,53000,53650,52030,52030,52030,572,572,52080,962,25490.43
cu小计, ,53950,49030, , ,596572,-158524, ,12468026,322585453.2
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1308,14200,14400,14200,14350,195,10660,-7660,14350,28470,203285.45
al1309,14215,14485,13900,14300,125,14880,-13424,14295,43118,309481.94
al1310,14200,14590,14195,14280,110,35470,-27978,14295,104966,754909.01
al1311,14200,14550,14190,14270,110,41854,-9736,14295,159224,1144865.44
al1312,14220,14545,14190,14255,85,59158,28172,14285,158462,1139804.45
al1401,14200,14570,14200,14260,55,22656,17638,14285,47244,340264.8
al1402,14290,14550,14235,14255,55,7042,6110,14285,11394,82058.02
al1403,14300,14600,14255,14255,15,3820,3484,14280,5744,41422.83
al1404,14315,14640,14285,14285,5,652,524,14310,682,4901.47
al1405,14415,14600,14345,14375,55,138,38,14350,124,898.76
al1406,14625,14650,14600,14410,0,12,8,14410,24,175.51
al1407,14535,14535,14355,14430,80,2,2,14430,6,43.32
al1408,14650,14720,14550,14605,14605,2,2,14605,22,160.84
al小计, ,14720,13900, , ,196346,-2820, ,559480,4022271.8
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1308,14525,14930,14510,14895,400,3050,-7132,14900,16152,118459.14
zn1309,14500,15190,14495,14810,325,6730,-28184,14860,68196,506777.78
zn1310,14500,15255,14495,14835,365,20802,-85992,14850,211350,1573197.74
zn1311,14520,15270,14500,14820,335,56288,-77948,14850,844246,6283633.39
zn1312,14515,15300,14510,14840,350,101940,58620,14880,898922,6759484.2
zn1401,14545,15375,14535,14875,350,29064,23746,14915,107712,809386.46
zn1402,14650,15355,14600,14900,350,1096,864,14955,3026,22863.86
zn1403,14620,15320,14605,14965,435,528,264,15000,492,3689.6
zn1404,14635,15365,14635,15035,300,116,18,15035,106,804.36
zn1405,14635,15410,14635,15035,410,148,4,15040,272,2060.12
zn1406,15010,15410,15010,15075,440,22,18,15090,104,789.55
zn1407,15090,15285,15090,15285,445,4,4,15285,4,30.38
zn1408,15380,15510,15240,15310,15310,2,2,15310,8,61.62
zn小计, ,15510,14495, , ,219790,-115716, ,2150590,16081238.15
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1308,261,268.1,254.4,268.1,0.05,24,-42,268.1,138,3614.16
au1309,262.55,284.7,254.95,279,13.05,66,-184,279.95,780,21181.36
au1310,263.1,282.7,254.95,281.2,15.9,36,-28,280.75,450,12011.01
au1311,262.85,284.55,255.25,279.8,14.75,634,596,279.85,4266,115974.75
au1312,263.9,285.6,253.6,280.15,14.25,134746,-26118,280.45,8695744,233345389.5
au1401,264.3,285.3,254.55,279.2,13.5,812,430,279.75,21190,572434.22
au1402,261.5,281.85,255.05,280,16.6,36,32,279.8,486,12823.16
