date,inflation_rate,expected_inflation_rate,Aluminum_ret,Cathode_Copper_ret,Fuel_Oil_ret,Gold_ret,LLDPE_ret,Natural_Rubber_ret,Palm_Oil_ret,PVC_ret,Rebar_ret,Soybean_Meal_ret,Soybean_Oil_ret,Soybeans_No_1_ret,Soybeans_No_2_ret,Wire_Rod_ret,Yellow_Corn_ret,Zinc_ret
2010-01-01,4.620058798481842,1.4953,0.3909412297724142,0.8029881131974861,0.4712298065927314,0.30351046115243996,0.3910568257128375,0.6863338465511344,0.26260752926710573,,,0.11019864428436676,0.1778704959060171,0.15167560332313812,0.1818824788505662,,0.1907588035291976,0.6347465660295484
2010-02-01,4.631812116934513,1.6529,0.3328522473444053,0.6947431871997658,0.3776581316033951,0.1608713608068406,0.3002033289246153,0.5856972221594035,0.24600718619372408,,,0.045205163099931056,0.16733987751327462,0.09058642415165075,0.11678921148144994,,0.11855325843591302,0.5417367166375602
2010-03-01,4.628886712605407,1.6294,0.3027775102680703,0.6553267705677701,0.3974920307301968,0.19030082915012336,0.29150055611071934,0.6169133636835742,0.264161372725777,,0.2694943547018305,0.07416760335602568,0.19127420624356795,0.09936765501125144,0.12124180752026703,0.21479726438533575,0.11361594097627936,0.5327380042907812
2010-04-01,4.632785353021065,1.5501,0.26569976299561127,0.5143764258949517,0.3410452128240973,0.2516504682265399,0.2223905082689832,0.5255930521490768,0.1221199510748523,,0.29604425631232445,0.023807919904296426,0.13146292327621367,0.12071586039816928,0.1272058545851955,0.2734670421365699,0.13650329367705893,0.42253056318500626
2010-05-01,4.635699391022914,1.5892,0.18801437868384063,0.3993834448388913,0.22889790619327144,0.2678811927091225,0.09799530972767556,0.37975929258856134,-0.008189495863453189,0.14197054509458873,0.1843927645453043,0.006001256156627832,0.010432922646552711,0.09357780444621433,0.08392143572272026,0.18269277450580113,0.15443393683247564,0.2296929843955624
2010-06-01,4.633757642840004,1.8162,0.10086895369508575,0.27085224100035354,0.14685430161604884,0.2620743653142803,-0.024234417615284443,0.3407640359895865,0.025441599286784466,0.03569003788464897,0.06828252276417324,-0.06759426124655477,-0.01364738478866201,0.035719912705404866,0.0796580183054516,0.09018102890860646,0.13576615654148227,0.09548870438697143
2010-07-01,4.637637376125593,2.1346,0.05376001145985754,0.2495194336463964,0.1430515429799435,0.24152327610253188,-0.09423311490003172,0.28716181796196416,0.11744925961315467,-0.017719310169345803,-0.026417464958459647,0.016553861810155723,0.05160650944912071,0.09344153858481796,0.12699177285911745,0.008305446619493395,0.16537631531359764,0.1223803270713173
2010-08-01,4.639571612705423,1.9318,0.031957024799227796,0.17478536101663344,0.09050388466465265,0.24091819953937232,-0.08576195962989352,0.2843851512548632,0.10370090379144337,-0.01764301244982569,-0.032209208029817304,0.03259983591231297,0.07378066715219944,0.08687474998228595,0.09247758067958856,0.012888445195244458,0.14701744186923982,0.12728153330305325
2010-09-01,4.640537329825382,1.9163,0.0552308061938529,0.20646606969829762,0.10564425827046975,0.22413576586430217,0.04693952634398002,0.3875125077374424,0.21335203529396907,0.12221096865588876,0.11090306399371386,0.12511760894052948,0.15989020884268967,0.11270444991801298,0.12297318554821857,0.16113419127549733,0.16469935363405774,0.15723432583960673
2010-10-01,4.648229675448539,1.9459,0.08771359717880145,0.23446311828738864,0.13763335374570929,0.22640241188452848,0.08847178580727544,0.49490372675484195,0.3077466151385302,0.1607920292649414,0.14981735835921306,0.17609976568424202,0.25002651796339315,0.16046702440780614,0.1687708232822196,0.20016544558046867,0.2302824864278037,0.19167081370353323
2010-11-01,4.6549122778829055,2.043,0.07793997599248925,0.20000778166432198,0.1430082813195508,0.17339758002779782,0.08257249362632635,0.475323883048123,0.3325778311889138,0.20380929005193593,0.12165533042293397,0.14199029042991995,0.2514177725256719,0.1452254446162744,0.16618582193704512,0.18375190886738402,0.2612413114577663,0.07921803900682889
2010-12-01,4.650143551630823,2.7925,0.008115229029861837,0.19194826084137517,0.11471948049578096,0.18655708353635703,0.030426813277548703,0.4301381587012152,0.2969024071186954,0.08752567490145324,0.0853697299560654,0.10143267306015247,0.246329975208198,0.10178622771115542,0.109663911217881,0.15341092920417232,0.22827502273134925,-0.03240245203144987
2011-01-01,4.653007515402251,3.3,-0.03785996850661988,0.17178079297455362,0.040480919624167555,0.16845648789275636,0.009437055407902406,0.4475841799191169,0.3477493349619003,0.058900122055051796,0.10628374155553644,0.1577697436763401,0.3266994369318734,0.1269385526403113,0.13282091302092347,0.14164980744114608,0.21066665700330134,-0.06916945350273629
2011-02-01,4.653007515402251,3.1527,0.03894050112298153,0.29564049824658767,0.08687174650863483,0.20185168086333505,0.051429114592252745,0.5445683622469701,0.36630586560480793,0.13419826969866833,0.16376295160284116,0.2208157004793332,0.3519870467270252,0.18425907512255613,0.16935558165144649,0.21957317916759678,0.26951688357010006,0.10082625631329734
2011-03-01,4.657762636107262,3.0,0.003715243049114747,0.17207452567304138,0.04257959498073305,0.197563146882219,0.03694679677367674,0.39493323896842547,0.2856518479533676,0.09035638372599486,0.019409935889811436,0.17817221246798098,0.2956905824010878,0.1642826742287884,0.17608391506101917,0.13256299482852718,0.2381782323042092,-0.019549827442530088
2011-04-01,4.6568134191399295,2.8734,0.0033206725072485455,0.1451327440904926,0.04333895541375554,0.20886905017495216,0.019908293706214053,0.3328581662619694,0.28542268526994086,0.061166443326262865,0.02232508420908985,0.15359059086745752,0.2824858117661986,0.1545704204651983,0.16857910529547482,0.07972967329452452,0.22423811469682775,-0.07104264255215753
2011-05-01,4.658710952916121,2.8094,0.0764449660172879,0.19435717522812013,0.09776382474651868,0.16724561769552437,0.015735361310031948,0.34874245041292085,0.30200759496925755,0.09167915629126533,0.10653561112638776,0.14083223922203203,0.2777371335034946,0.11992763293384279,0.18119859204933064,0.13313236880640567,0.20512252206746062,0.041356568609703714
2011-06-01,4.667205576907544,3.0348,0.14725852361230807,0.2599587547305493,0.14502407923497174,0.16075386024973426,0.08591537413674999,0.41358126942065176,0.34229201306571255,0.11691172142718109,0.14941934262356327,0.16934117557224226,0.30888430309711445,0.15393505795839424,0.2186083961488201,0.17220644708073252,0.23144162477725416,0.1575055489849131
2011-07-01,4.66814498514948,3.4742,0.17156096787757136,0.2942408961005665,0.15234559334986386,0.22418182395416864,0.1979465927066819,0.46042332976439226,0.3331246195177133,0.16731159396413808,0.17019802685138785,0.14769297200568587,0.30871423877891147,0.15379738225760597,0.1799064759928708,0.16692264724630945,0.1848502257871587,0.180504718948459
2011-08-01,4.665324108807838,3.7339,0.12240393384890069,0.16046799839064718,0.11151882869360108,0.3333353871328182,0.048423609054154326,0.3063578913736631,0.22351719894941802,0.07846862198239535,0.11284725979761667,0.09256425331025753,0.22205018984631053,0.13353847208810876,0.16597533590698887,0.08189842157331384,0.17835687124834543,-0.005908865711406364
2011-09-01,4.664382045619937,3.9174,0.061329622315223986,0.0074385717222451575,0.09723406416066105,0.29449457777293553,-0.05481449516085135,0.1778745250500311,0.15994704078746302,-0.05125361515279181,0.03648221215662062,0.02803064458435145,0.19604322314357603,0.1155386092493842,0.1528347939732253,0.03271603440719062,0.1348234918289979,-0.10918353706346906
2011-10-01,4.658710952916121,3.6069,-0.008448129437137908,-0.1342737117475341,0.1059879232681542,0.17311295713321506,-0.20972592285004588,-0.137214358634699,-0.04395818749311964,-0.17790274680066354,-0.0845355752809418,-0.11995876278204598,0.00014993300496080053,-0.005215107352842807,0.04166355701117119,-0.10700354432923831,0.03003276982140335,-0.2954208850025086
2011-11-01,4.646312129319266,3.1398,-0.04050063529586012,-0.13286746035231367,0.6642042139329796,0.18131714830040302,-0.24389713483505382,-0.26759682678645014,-0.10973912625052584,-0.2574484779255162,-0.1275358907053299,-0.15703691016332755,-0.07789316719678752,-0.03951249620114616,0.00988879690250144,-0.13636826461300267,-0.03764166754315568,-0.23261158125257886
2011-12-01,4.645351975620923,2.7366,-0.038055104529966854,-0.19838537438763737,1.6497583383638634,0.09844769452264401,-0.2505805885337633,-0.31759490063844886,-0.16911129524329382,-0.18617884191288603,-0.12798210087713002,-0.15593984272513417,-0.13272067638764717,-0.03561682828039281,0.017523106982553216,-0.12938427325470236,-0.029314444592614564,-0.2132802419759514
2012-01-01,4.6491870714048655,2.7167,-0.04766929678176446,-0.2103890271137736,1.697051635240511,0.1296999452912022,-0.2109406051662006,-0.41660868900275716,-0.19993145074935192,-0.16426561835521625,-0.15444830928496067,-0.16562173466262564,-0.15799768986871676,-0.04230120854516173,0.058307971386934554,-0.12489424621803913,-0.01653097457594299,-0.22503071420826437
2012-02-01,4.636668853047462,2.7658,-0.05738180440923557,-0.20766601686040964,1.7126913646520752,0.18122868794355007,-0.16656649650995625,-0.34711510990515393,-0.16841912526995095,-0.19452402981310968,-0.16832227139532385,-0.13194696169098208,-0.11888123574545872,-0.0305618028980561,0.01592601677098493,-0.167172083933405,-0.02207042030769557,-0.21202754333744167
2012-03-01,4.640537329825382,2.9475,-0.03705184472527634,-0.16692401286740832,1.742386664681014,0.13062044849995935,-0.09685126241320852,-0.1404228382525261,-0.07324390027373262,-0.1625629314014887,-0.09799205549216694,-0.04616144678081646,-0.054260622792314805,-0.005830117930345935,0.010884181788933134,-0.11913943955963724,0.01618732294868863,-0.15264741388311087
2012-04-01,4.638604962074329,2.8355,-0.04192655586342653,-0.20003623671033743,1.711444850302943,0.07814267528119778,-0.11916621180643716,0.41244729230829513,-0.04310598988462111,-0.18363422252109984,-0.11604446736470919,0.00034906520303046307,-0.037343168077466515,0.015418824301285383,0.05843753293989273,-0.11900174642306816,0.0061989752766145045,-0.14342863202570477
2012-05-01,4.634728988229636,2.8562,-0.03608500559193217,-0.17513028215269344,1.6509211981706162,0.034083309394583594,-0.08392167276731577,0.45658108278679777,-0.10079582273766619,-0.19680609064261212,-0.1639719889786626,-0.025259238762375347,-0.06293780033267637,0.000785661905950974,0.0024600258408629117,-0.1872872528267493,-0.013011627805594728,-0.11146959211923146
2012-06-01,4.626931677769604,2.2307,-0.09863305500327968,-0.22686386626008392,1.5461490565043654,0.03883005902799219,-0.11953905786058883,0.3309245410819983,-0.15059503525010776,-0.2213501867027432,-0.15236778705061482,-0.006517664793326716,-0.09737363777284358,-0.004624592408939421,-0.09193984713522596,-0.18145426863555336,-0.006951161316653298,-0.17098135528551417
2012-07-01,4.623010104116422,2.342,-0.14400091971424978,-0.2607268361653219,1.5490967218066523,0.007058992828405053,-0.15110107068073653,0.30256985017967253,-0.11487644333137048,-0.2351462270216249,-0.2271560613842336,0.08315799714808136,-0.05517920878351923,0.036708674272555086,-0.038532917115174925,-0.20466109153566947,0.035609145319183355,-0.2271716443039704
2012-08-01,4.624972813284271,2.3077,-0.13660319018739742,-0.2076134482749339,1.5948643591099643,-0.09236327493447583,-0.09858803131502114,0.25841207262697274,-0.11427446541108566,-0.21112946702509205,-0.30318633148398355,0.1465511267718913,-0.03838917519622598,0.02874123627427494,-0.033838656616065776,-0.23755955284615204,0.016569508537717326,-0.15599581276284447
2012-09-01,4.623991940228679,2.6806,-0.0667657535201851,-0.027954019878730918,1.6293435420292983,-0.03331095796320227,0.05217508886295974,0.4091727720968521,-0.1037352396333997,-0.09775712329570041,-0.279186131456413,0.19945161822017887,-0.01799946467956204,0.0675327746829879,-0.007328374361836865,-0.2524326121440783,0.010956852917523463,-0.03908490222926275
2012-10-01,4.622027303054514,2.7921,-0.05987986882153429,0.04693943672836376,1.555502328826524,0.023708886320253697,0.0975871015313654,0.6083998522193763,-0.12265399493787221,-0.033947878593970415,-0.11559482198692805,0.19108204434577125,-0.011020737777267087,0.1013972970740813,0.025857643864323876,-0.08791621504691705,0.05244141556931936,0.010330154693125593
2012-11-01,4.624972813284271,2.9327,-0.04767550352089245,-0.006533252717069615,0.9642941639526565,-0.02053660303017857,0.03387597631576433,0.6310784636253803,-0.1848727667183141,-0.038552669293611785,-0.1308832741486743,0.1501919303404975,-0.04739280739608276,0.1063374477475083,-0.0026840381404120706,-0.10969690497484841,0.08849638240211632,-0.007102151088421493
2012-12-01,4.629862798578463,2.8834,-0.04206790658058068,0.031086735802476895,-0.010958727599559737,0.023591473593391754,0.10434023561372463,0.6765967357297438,-0.13909884102842085,-0.043724051343753345,-0.10750675208682381,0.17309186256492382,-0.017043234690381937,0.10663055757023976,0.0051948168771041026,-0.08966914983151675,0.09011860396648785,0.023995023660553727
2013-01-01,4.624972813284271,2.905,-0.06007066560346175,0.009909372141875039,-0.01791362711497335,0.011442463980445794,0.08906856195534729,0.7077109024277082,-0.15089162739211304,-0.0417821434267136,-0.054738151732161455,0.12428298441208696,-0.037057474280878466,0.10219765266852754,-0.0682020450321339,-0.06809883076343048,0.0648817371842565,0.017681768996741454
2013-02-01,4.636668853047462,2.8047,-0.07591769951574001,-0.032676412081453776,-0.02674049577365345,-0.0752578345875019,0.08566652608045189,0.5831074932080096,-0.17404202044151695,-0.039892902833246424,-0.032347970316847,0.114242439263041,-0.07788627385463442,0.08335509827727705,-0.008778624561333714,-0.10172440760433332,0.024603776426836532,-0.005567014805793136
2013-03-01,4.625952725170619,2.7612,-0.09348621133504942,-0.0747435276067776,-0.05728526067040107,-0.058588337119163114,-0.012625988388847986,0.3968042640978702,-0.28811082888555184,-0.05955546261863809,-0.10594084034498508,0.047419123876748515,-0.16193747133184822,0.05672534484562419,-0.05249018262139593,-0.09310627750382494,-0.0067166381890828575,-0.040723371214136606
2013-04-01,4.628886712605407,2.679,-0.09888583409048124,-0.11403727555540932,-0.07031908557937605,-0.15564582455326637,-0.05453524597134951,-0.26116245294247875,-0.36507399252331574,-0.06711076124045334,-0.1509431683599214,-0.06604707140482446,-0.26120688805684367,0.020966543616601996,-0.17641029332857983,-0.13798376428346693,-0.007407207471668897,-0.06187255485697207
2013-05-01,4.625952725170619,2.7842,-0.09777929194309465,-0.06783726674232504,-0.029493001284961906,-0.13745701727593485,0.025536227083122753,-0.2204788897537675,-0.2969175853906272,-0.023466856342130527,-0.13989228403698561,-0.004930981898493059,-0.23422416225676734,0.06810256220413002,-0.15835074438799523,-0.08697086627867456,0.024345997669339425,-0.03779666931426995
2013-06-01,4.631812116934513,2.8682,-0.05556447793923169,-0.07259492805891732,0.02701448987910915,-0.22849262855397612,0.10996176127453161,-0.2235898653081243,-0.24661147928903127,0.023718737823260838,-0.16360204295361847,0.002252331752909953,-0.21690768060781807,0.05833295446795894,-0.08773870264537464,-0.12898011601487092,0.019484696100779075,-0.0028060431822822807
2013-07-01,4.631812116934513,3.4812,-0.07899335862946266,-0.10573828285113329,0.031416812232206937,-0.24118875179514632,0.060809383009138074,-0.2751577547464077,-0.3477570165731958,0.02213842939453947,-0.06387157814099886,-0.1172679993225536,-0.29287584997896055,-0.062418794109897036,-0.13936558056212078,-0.07747935177744836,-0.00739644748297863,-0.0067373671931321155
2013-08-01,4.630837932736669,3.4908,-0.06463347226568317,-0.05852775564216017,-0.03465052037783778,-0.23074841569432714,0.08737259127680375,-0.1173339233542432,-0.35351101949858865,0.032346044072262714,0.05482360875839909,-0.14357329487889992,-0.31188833496082324,-0.07247923436736947,-0.13373578710658407,0.009773047716631567,-0.03523504861376203,0.024307054275109152
2013-09-01,4.635699391022914,3.6186,-0.09756173277530067,-0.11756946328251772,-0.13071301699562632,-0.28282928365935156,0.02928648323415395,-0.1251929156901923,-0.3410387730533646,-0.008352086563800043,0.06208319782581917,-0.1054630602720259,-0.318451027171033,-0.07727995846060409,-0.1722725199378221,0.046830755918271905,-0.017385088380397207,-0.04459446057108174
2013-10-01,4.636668853047462,3.5451,-0.07097950894685034,-0.11164950830227838,-0.16475195972576095,-0.3018058108773829,0.09597812641210446,-0.20513489167433718,-0.16060517813519581,0.0007627313432116978,-0.013681011790497521,-0.055303575511782554,-0.24974591064942686,-0.04637051048745455,-0.19126834278376137,-0.013636990429619189,-0.018468191649466448,-0.005238604086857279
2013-11-01,4.634728988229636,3.9752,-0.07541972806439112,-0.09946686758091161,-0.14037611045737286,-0.3220318772345294,0.11144679139913016,-0.22208276170402286,-0.06226582500682731,-0.006472414982022556,0.010951861528605278,-0.004529029050734934,-0.17101214502899253,-0.07592311077873681,-0.1627804015871206,0.015071118992842969,-0.028952921368269102,-0.011184334227801074
2013-12-01,4.629862798578463,3.9787,-0.0876063122798012,-0.11285601488890151,-0.11265541115686695,-0.3355362869961631,0.0658234646004594,-0.26314027840084186,-0.11500743111154677,-0.02556943036346304,-0.02306544518665099,-0.011480325114302303,-0.19959088278164927,-0.08559658866826148,-0.1515211752882326,-0.03431523337328635,-0.043629754517485964,-0.021374685512853375
2014-01-01,4.629862798578463,4.2189,-0.10138767787851677,-0.12481989453363695,-0.20065116128740357,-0.32375889557067516,0.01832293196625656,-0.43968433709672006,-0.16276393480553608,-0.05152976860260772,-0.1405989327052346,-0.015797891932582075,-0.26648119763151357,-0.06124286120393485,-0.104410697634858,-0.11484833335253697,-0.03721052955489412,-0.026371890703918766
2014-02-01,4.624972813284271,3.6094,-0.11462459620994991,-0.15316861826019235,-0.2123682032670704,-0.24450529263748955,-0.04572713551367791,-0.5023617478488767,-0.12990157117985923,-0.08151042014359611,-0.18839927736574857,-0.02811180703019467,-0.23974985731409149,-0.058430737408230016,-0.1802096235908106,-0.0849950808218356,-0.03669335507366078,-0.045461715395806124
2014-03-01,4.628886712605407,3.2775,-0.12516637559135368,-0.20469782100267864,-0.2615682874598573,-0.20190332079845597,-0.014172101432988526,-0.41788320152946135,-0.02450772040156579,-0.10158968798885404,-0.17153047660112186,-0.020605655094495745,-0.15154493869653152,-0.08524375378466864,-0.1311611616025612,-0.1647304518699464,-0.028195484777894464,-0.015045539233533134
