交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu0910,49320,50000,48400,48650,50,5980,-3570,49060,12920,317796.50
cu0911,50000,51580,48460,51100,2750,15962,-16026,51100,66010,1655793.47
cu0912,49570,51790,48350,51130,2940,38928,-60620,51190,346582,8595811.11
cu1001,49330,51940,48360,51200,3150,170864,40526,51280,5991750,149931261.65
cu1002,49170,51960,48300,51320,3320,79126,66026,51370,528212,13369589.48
cu1003,49060,51990,48430,51320,3230,12078,5346,51380,33012,836841.81
cu1004,49350,51970,48530,51350,3350,4892,934,51420,6752,170368.08
cu1005,49400,51960,48500,51340,3050,6584,2414,51430,10046,253711.39
cu1006,49290,52030,48480,51360,3260,3262,498,51400,3572,89580.84
cu1007,48930,51970,48450,51430,3460,2470,122,51440,3280,82871.97
cu1008,49300,51910,48350,51480,3360,1176,60,51380,1194,30044.15
cu1009,49300,52600,48600,51420,3610,556,342,51430,1556,38929.15
cu1010,48900,52390,48870,51360, ,220,220,51400,672,17065.13
cu小计, ,52600,48300, , ,342098,36272, ,7005558,175389664.73
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al0910,15000,15020,14620,14860,-25,13660,-7600,14860,11950,89004.18
al0911,15180,15210,14800,15045,195,29460,-11232,15065,38272,286464.69
al0912,15050,15385,14810,15140,305,46342,-30030,15160,130246,977419.91
al1001,15005,15560,14805,15235,385,100158,57476,15260,1099372,8348545.53
al1002,15040,15555,14780,15275,470,39626,18114,15285,124018,941698.02
al1003,15100,15550,14785,15300,495,16028,6952,15310,25664,195322.56
al1004,14940,15545,14800,15315,530,8562,3758,15345,11640,88663.63
al1005,14950,15550,14780,15310,490,5444,1336,15320,6022,45762.81
al1006,14960,15625,14800,15310,510,3968,620,15320,2184,16525.72
al1007,14800,15565,14800,15320,520,4056,1018,15350,4932,37386.12
al1008,14930,15540,14800,15370,535,1304,488,15370,1314,9906.25
al1009,14915,15645,14800,15410,645,1596,1446,15390,2910,21859.24
al1010,15100,15650,14860,15440, ,766,766,15425,1280,9650.53
al小计, ,15650,14620, , ,270970,43112, ,1459804,11068209.16
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
